2.1,3
2.2,5
2.3,3
4.1,2
4.2,2
4.3,1
4.4,5
4.5,5
5.1,5
5.2,1
5.3,2
5.4,1
5.5,5
5.6,5
5.7,0
5.8,0
8.1,0
8.2,0
10.1,0
10.2,0
10.3,0
10.4,0
12.1,0
12.2,0
12.3,0
12.4,0
14.1,0
14.2,0
14.3,0
14.4,0
16.1,0
16.2,0
16.3,0
17.1,0
